index,username,tweet_id,tweet_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
582,steepala555,1707761735036264910,ฉันซัพเฟอร์กับทางเท้าในบางกอกนัก ต้องลากกระเป๋าหลบ หลุมน้ำ พื้นกระเบื้องจากดาวอังคาร และพื้นที่สวนราชพฤกษ์หน้าบ้านคน เห้อ ชีวิตดีๆที่ลงตัว,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-09-29 14:18:20,2023-11-16 16:01:37,https://twitter.com/steepala555/status/1707761735036264910,ราชพฤกษ์,,['https://pbs.twimg.com/media/F7MwOqDXkAAC4Gp?format=jpg&name=small']
583,TamTangTH,1707744073640227169,"รถยนตร์ส่วนตัว : 1.สถานที่จอดรถเอกชน ข้างธนาคารกสิกร ชม ละ 20 บาท / 2.สถานที่จอดในซอยจรัญสนิทวงศ์64 วัดสิงห์)

รถเมล์ : นั่งรถโดยสารประจำทางหมายเลข 56, 515, 108, 125, 28, 18, 539 ลงป้ายหน้า ธนาคารกสิกร สาขาบางพลัด แล้วเดินเลียบฟุตบาทมา 100 เมตร",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-29 13:08:10,2023-11-16 15:20:42,https://twitter.com/TamTangTH/status/1707744073640227169,บางพลัด,,[]
584,sk_ekawin,1707730755449983441,"เพื่อเชื่อมทางเดินโรงพยาบาลให้ผู้ป่วย
โรงพยาบาลราชวิถี
โรงพยาบาลเด็ก
โรงพยาบาลพระมงกุฎ
โรงพยาบาลเวชศาสตร์
โรงพยาบาลรามาธิบดี

#สกวิน
#สกราชเทวี
#วินราชเทวี
#เขตราชเทวี
#ก้าวไกลราชเทวี
#ผู้ว่าชัชชาติ
#สำนักโยธา",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-09-29 12:15:14,2023-11-16 16:01:37,https://twitter.com/sk_ekawin/status/1707730755449983441,ราชเทวี,,['https://pbs.twimg.com/media/F7MUEnUaMAAQIc7?format=jpg&name=small']
585,Anttirius,1707700512722911425,จริงค่ะ อาจเพราะน้องหล่นริมขอบฟุตบาทบังพอดี เลยไม่สะดุดตาคนที่สัญจรป้ายรถเมล์จตุจักรเส้นนั้น ตอนแรกถอดใจเลย แต่ลองเสี่ยงตามหา ถ้าหล่นหายบนbts หรือบนรถเมล์ จบเลย / ต่อไปจะระวังรักษาน้อลให้ดีค่ะ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-29 10:15:04,2023-11-16 15:20:42,https://twitter.com/Anttirius/status/1707700512722911425,จตุจักร,,[]
586,mmmoletoonnn,1707696779377218008,ขออนุญาตชี้เป้านะคะ ก่อนหน้านี้เราเคยหาไม่เจอเหมือนกัน อยู่ข้างตลาดสามย่าน ที่เป็นไซต์ก่อสร้างมีกำแพงสังกะสีปิดเยอะ ๆ เลยค่ะ เดินตามแนวไซต์ก่อสร้างไปจะเจอช่องทางเดิน มีป้ายชี้ตรงปากซอยว่าเข้าไปจะมีศาลเจ้าแม่ทับทิมค่า,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-29 10:00:14,2023-11-16 16:20:05,https://twitter.com/mmmoletoonnn/status/1707696779377218008,สามย่าน,,[]
587,ThonburiH,1707643163387802005,"สติปัญญา และ การเจริญเติบโต ด้วย

เช่นนั้น หาก ลูก หรือ หลาน ของ ท่าน มีปํญหา การนอนกรน 
ทาง #โรงพยาบาลธนบุรี  มีแพทย์ผู้เชี่ยวชาญ ทางด้าน ระบบทางเดินหายใจ 
ตรวจและปรึกษาได้ ที่  @ศูนย์โรค ไอ หอบ กรน โรงพยาบาลธนบุรี
#นอนกรน #นอนกรนมีผลต่อสมอง #ศูนย์โรคไอหอบกรน #หยุดหายใจ",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-29 6:27:11,2023-11-16 15:16:13,https://twitter.com/ThonburiH/status/1707643163387802005,ธนบุรี,,[]
588,mnjr_mnnn,1707626526827786472,"ปล่อยโต๊ะประชาชื่นวันเสาร์1 โต๊ะ ติดทางเดิน
ราคาคุยกันได้ 
สนใจสอบถามได้ที่ไลน์นี้เลยค่ะ
https://line.me/ti/p/G8NUPYsK5c #ทีมใน",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางขุนเทียน"" OR ""บางนา"" OR ""บางนา-ตราด"" OR ""บางบอน"" OR ""บางพลัด"" OR ""บางแค"" OR ""บำรุงเมือง"" OR ""บ้านหม้อ"" OR ""ประชาชื่น"" OR ""ประชานิเวศน์"" OR ""ประชาราษฎร์บำเพ็ญ"" OR ""ประชาสงเคราะห์"" OR ""ประชาอุทิศ"" OR ""ประดิพัทธ์"" OR ""ประดิษฐ์มนูธรรม"")",2023-09-29 5:21:04,2023-11-16 15:47:42,https://twitter.com/mnjr_mnnn/status/1707626526827786472,ประชาชื่น,,[]
591,SuphanatMFP,1707390419229975016,"อภิปราย ปรึกษาหารือ เรื่อง สถานีหมอชิต2 (สถานีผู้โดยสารกรุงเทพจตุจักร) ทั้ง 7 ปัญหา

1) ชานชลารอรถโดยสาร ไม่มีแอร์ ทางเดินไม่ universal design 
2) บันไดเลื่อนมี 5จุด พังทั้ง 5จุด ประชาชนแบกกระเป๋าเดินทางขึ้นลงบันไดอย่างทุลักทุเล 
3) แสงสว่างน้อย มีพื้นที่ทิ้งร้าง
4)…",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-28 13:42:52,2023-11-16 14:52:12,https://twitter.com/SuphanatMFP/status/1707390419229975016,จตุจักร,,[]
592,circlepj,1707356726029402300,แรงมาก อโศกน้ำท่วมเข้ามาถึงหน้าออฟฟิศเลย ในซอยท่วมจะขึ้นฟุตบาทละ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-28 11:28:59,2023-11-16 16:29:11,https://twitter.com/circlepj/status/1707356726029402300,อโศก,,[]
593,chocomook,1707350280701161947,กุมาเรียนวันแรกด้วยสภาพเปียกปอนแม้กางร่ม กางเกงฉ่ำหมดละ ในตกหนักโคตรๆ ละฟุตบาทสีลมน้ำเจิ่งเกิน,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-28 11:03:22,2023-11-16 16:20:05,https://twitter.com/chocomook/status/1707350280701161947,สีลม,,[]
594,shadow_kei,1707303644532797515,ขึ้นมาจาก bts หมอชิต ไปหมอชิต หรือจากหมอชิต ไปรถตู้จตุจักรเล็ก ก็ยังไม่เคยเจอวินเถื่อน แต่เคยเจอแท็กซี่เถื่อนที่ดอนเมือง เขาจะไปดักตรงทางเดินก่อนเลี้ยวไปคิวแท็กซี่ ถ้าใครไปครั้งแรกอาจคิดว่าไปด้วยได้ เพราะเขาจะรอดักก่อนถึงมุมเลี้ยวถ้าเดินไม่สุดมุมเลี้ยวจะไม่เห็นที่ขึ้นแท็กซี่,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-28 7:58:03,2023-11-16 15:20:42,https://twitter.com/shadow_kei/status/1707303644532797515,จตุจักร,,[]
